step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.731698036193848,0.0,0.0,3e-05,37.96389698982239
300,2.035109043121338,0.0,0.13395454545454547,0.0029889165186613824,122.95025396347046
600,1.9836176633834839,0.0,0.13395454545454547,0.0029312252584644026,214.92128705978394
900,1.8868279457092285,0.0,0.19245454545454546,0.0028262802505665758,302.70016503334045
1200,0.7199823260307312,0.0025,0.5713636363636364,0.0026779520437983317,391.87738585472107
1500,0.49129557609558105,0.045,0.723909090909091,0.0024917112325092902,472.9886119365692
1800,0.4545140564441681,0.0655,0.7450909090909091,0.002274426691825128,569.9758520126343
2100,0.4331742227077484,0.065,0.7532727272727273,0.0020341122419518937,660.147775888443
2400,0.4278702437877655,0.075,0.758090909090909,0.0017796310849753703,754.380627155304
2700,0.42616331577301025,0.069,0.7588636363636364,0.0015203689150246297,856.5322389602661
3000,0.4012361466884613,0.0885,0.7749090909090909,0.0012658877580481063,944.2574219703674
3300,0.3911888897418976,0.0895,0.7837272727272727,0.0010255733081748729,1033.944167137146
3600,0.36853066086769104,0.1065,0.7973636363636364,0.0008082887674907099,1125.3633949756622
3900,0.3523164689540863,0.1175,0.8090454545454545,0.0006220479562016685,1229.6137340068817
4200,0.34344378113746643,0.1315,0.8194545454545454,0.00047371974943342433,1312.2447578907013
4500,0.3171432316303253,0.1435,0.8279545454545455,0.00036877474153559735,1398.653268814087
4800,0.33464065194129944,0.137,0.8267272727272728,0.00031108348133861787,1492.0849840641022
4999,0.3371235430240631,0.143,0.8309545454545455,0.00030000027746700307,1526.4255859851837
