step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.740101337432861,0.0,0.0,3e-05,3.042815923690796
300,2.039813756942749,0.0,0.13854545454545455,0.0029889165186613824,41.21541619300842
600,1.2638533115386963,0.0,0.4110909090909091,0.0029312252584644026,113.4712769985199
900,1.0452308654785156,0.0005,0.49404545454545457,0.0028262802505665758,192.16943216323853
1200,0.7944517135620117,0.002,0.5520454545454545,0.0026779520437983317,289.2856559753418
1500,0.6468098759651184,0.005,0.6232727272727273,0.0024917112325092902,314.3023989200592
1800,0.5919606685638428,0.0115,0.6637272727272727,0.002274426691825128,394.05424904823303
2100,0.5206642150878906,0.031,0.7110454545454545,0.0020341122419518937,431.6639738082886
2400,0.2979528605937958,0.3435,0.9025909090909091,0.0017796310849753703,514.033497095108
2700,0.11651857942342758,0.896,0.9897727272727272,0.0015203689150246297,591.403324842453
3000,0.051765769720077515,0.9805,0.9981818181818182,0.0012658877580481063,688.4289011955261
3300,0.03094027191400528,0.995,0.9995454545454545,0.0010255733081748729,725.494989156723
3600,0.016503343358635902,0.9985,0.9998636363636364,0.0008082887674907099,802.8826298713684
3900,0.00809251144528389,0.9995,0.9999545454545454,0.0006220479562016685,820.8124969005585
4200,0.005124215502291918,1.0,1.0,0.00047371974943342433,833.1086671352386
4500,0.0037898633163422346,1.0,1.0,0.00036877474153559735,845.2427849769592
4800,0.003060203278437257,1.0,1.0,0.00031108348133861787,856.7731070518494
4999,0.002746834186837077,1.0,1.0,0.00030000027746700307,863.8998529911041
