Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 2,064
  total                   : 50,334,224
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011219 | lrm: 1.00 | dt: 31198ms | tok/sec: 16,804 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.856356 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,017 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.444471 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,277 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.973921 | lrm: 1.00 | dt: 423ms | tok/sec: 1,239,335 | mfu: 29.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.581322 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,278 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.250724 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,604 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.999749 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,430 | mfu: 37.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.788688 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,518 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.608495 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,894 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.456416 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,731 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.326420 | lrm: 1.00 | dt: 338ms | tok/sec: 1,549,490 | mfu: 37.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217829 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,191 | mfu: 38.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.121211 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,194 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034939 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,770 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.961941 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,390 | mfu: 38.3% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.896454 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,208 | mfu: 38.0% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 5.840855 | lrm: 1.00 | dt: 337ms | tok/sec: 1,557,433 | mfu: 37.6% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 5.786716 | lrm: 1.00 | dt: 333ms | tok/sec: 1,576,439 | mfu: 38.1% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.737582 | lrm: 1.00 | dt: 337ms | tok/sec: 1,554,314 | mfu: 37.6% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.691955 | lrm: 1.00 | dt: 337ms | tok/sec: 1,553,939 | mfu: 37.5% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.649667 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,852 | mfu: 38.0% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.608844 | lrm: 1.00 | dt: 333ms | tok/sec: 1,576,429 | mfu: 38.1% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.572840 | lrm: 1.00 | dt: 337ms | tok/sec: 1,557,323 | mfu: 37.6% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.535458 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,459 | mfu: 37.6% | epoch: 1 | remaining: 296s    
step 00024 (1.5%) | loss: 5.499698 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,332 | mfu: 38.0% | epoch: 1 | remaining: 295s    
step 00025 (1.6%) | loss: 5.467020 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,828 | mfu: 37.6% | epoch: 1 | remaining: 295s    
step 00026 (1.7%) | loss: 5.435623 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,683 | mfu: 37.9% | epoch: 1 | remaining: 295s    
step 00027 (1.8%) | loss: 5.404751 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,846 | mfu: 38.1% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 5.376356 | lrm: 1.00 | dt: 335ms | tok/sec: 1,565,424 | mfu: 37.8% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 5.347011 | lrm: 1.00 | dt: 337ms | tok/sec: 1,557,779 | mfu: 37.6% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 5.315274 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,886 | mfu: 38.2% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 5.284070 | lrm: 1.00 | dt: 337ms | tok/sec: 1,557,846 | mfu: 37.6% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 5.255219 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,192 | mfu: 37.6% | epoch: 1 | remaining: 293s    
step 00033 (2.5%) | loss: 5.229066 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,195 | mfu: 38.0% | epoch: 1 | remaining: 292s    
step 00034 (2.6%) | loss: 5.197874 | lrm: 1.00 | dt: 336ms | tok/sec: 1,562,076 | mfu: 37.7% | epoch: 1 | remaining: 292s    
step 00035 (2.7%) | loss: 5.169630 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,844 | mfu: 37.6% | epoch: 1 | remaining: 292s    
step 00036 (2.8%) | loss: 5.141005 | lrm: 1.00 | dt: 336ms | tok/sec: 1,558,280 | mfu: 37.7% | epoch: 1 | remaining: 291s    
step 00037 (2.9%) | loss: 5.112890 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,644 | mfu: 37.9% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 5.084272 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,664 | mfu: 38.0% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 5.055465 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,962 | mfu: 37.9% | epoch: 1 | remaining: 290s    
step 00040 (3.2%) | loss: 5.024522 | lrm: 1.00 | dt: 337ms | tok/sec: 1,556,723 | mfu: 37.6% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 4.996056 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,775 | mfu: 38.0% | epoch: 1 | remaining: 290s    
step 00042 (3.5%) | loss: 4.968945 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,319 | mfu: 38.0% | epoch: 1 | remaining: 289s    
step 00043 (3.6%) | loss: 4.940170 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,604 | mfu: 37.9% | epoch: 1 | remaining: 289s    
step 00044 (3.7%) | loss: 4.911023 | lrm: 1.00 | dt: 334ms | tok/sec: 1,572,040 | mfu: 38.0% | epoch: 1 | remaining: 289s    
step 00045 (3.8%) | loss: 4.883896 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,419 | mfu: 38.0% | epoch: 1 | remaining: 288s    
step 00046 (3.9%) | loss: 4.856960 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,672 | mfu: 37.8% | epoch: 1 | remaining: 288s    
step 00047 (4.0%) | loss: 4.821593 | lrm: 1.00 | dt: 335ms | tok/sec: 1,563,838 | mfu: 37.8% | epoch: 1 | remaining: 288s    
step 00048 (4.1%) | loss: 4.797087 | lrm: 1.00 | dt: 334ms | tok/sec: 1,570,354 | mfu: 37.9% | epoch: 1 | remaining: 287s    
step 00049 (4.2%) | loss: 4.767160 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,993 | mfu: 37.9% | epoch: 1 | remaining: 287s    
step 00050 (4.4%) | loss: 4.736578 | lrm: 1.00 | dt: 335ms | tok/sec: 1,567,166 | mfu: 37.9% | epoch: 1 | remaining: 287s    
step 00051 (4.5%) | loss: 4.708933 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,532 | mfu: 38.1% | epoch: 1 | remaining: 286s    
step 00052 (4.6%) | loss: 4.679514 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,340 | mfu: 37.7% | epoch: 1 | remaining: 286s    
step 00053 (4.7%) | loss: 4.652509 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,861 | mfu: 38.0% | epoch: 1 | remaining: 286s    
step 00054 (4.8%) | loss: 4.623653 | lrm: 1.00 | dt: 336ms | tok/sec: 1,561,138 | mfu: 37.7% | epoch: 1 | remaining: 285s    
step 00055 (4.9%) | loss: 4.596480 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,039 | mfu: 37.8% | epoch: 1 | remaining: 285s    
step 00056 (5.0%) | loss: 4.573297 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,390 | mfu: 38.0% | epoch: 1 | remaining: 285s    
step 00057 (5.1%) | loss: 4.547509 | lrm: 1.00 | dt: 335ms | tok/sec: 1,565,814 | mfu: 37.8% | epoch: 1 | remaining: 284s    
step 00058 (5.2%) | loss: 4.518084 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,518 | mfu: 37.8% | epoch: 1 | remaining: 284s    
step 00059 (5.4%) | loss: 4.494507 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,524 | mfu: 37.8% | epoch: 1 | remaining: 284s    
step 00060 (5.5%) | loss: 4.469635 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,951 | mfu: 38.1% | epoch: 1 | remaining: 283s    
