step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,2.974976062774658
300,2.010284185409546,0.0,0.13736363636363635,0.0029889165186613824,10.93897008895874
600,1.9663667678833008,0.0,0.1378181818181818,0.0029312252584644026,18.27956199645996
900,1.2695022821426392,0.0,0.3568636363636364,0.0028262802505665758,25.560096979141235
1200,0.5892536640167236,0.0195,0.6830909090909091,0.0026779520437983317,32.95370817184448
1500,0.44798699021339417,0.0665,0.7643181818181818,0.0024917112325092902,40.47205996513367
1800,0.3597854673862457,0.1615,0.8225,0.002274426691825128,48.23804688453674
2100,0.2121165543794632,0.4385,0.9148181818181819,0.0020341122419518937,55.70587182044983
2400,0.0973893404006958,0.8,0.9765454545454545,0.0017796310849753703,63.425857067108154
2700,0.03791491314768791,0.9725,0.9973636363636363,0.0015203689150246297,72.44470191001892
3000,0.021538764238357544,0.9875,0.9988636363636364,0.0012658877580481063,80.60814213752747
3300,0.01568942330777645,0.9935,0.9994090909090909,0.0010255733081748729,88.66485500335693
3600,0.01222489308565855,0.996,0.9996363636363637,0.0008082887674907099,97.2067141532898
3900,0.00928648840636015,0.997,0.9997272727272727,0.0006220479562016685,105.70506191253662
4200,0.007844583131372929,0.9985,0.9998636363636364,0.00047371974943342433,113.31695008277893
4500,0.006462263409048319,0.998,0.9998181818181818,0.00036877474153559735,120.59914708137512
4800,0.006275342311710119,0.9985,0.9998636363636364,0.00031108348133861787,128.4206359386444
4999,0.005972220096737146,0.9985,0.9998636363636364,0.00030000027746700307,133.51607203483582
