step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.727766513824463,0.0,0.0,3e-05,70.3484160900116
300,2.009422779083252,0.0,0.13836363636363636,0.0029889165186613824,115.60388422012329
600,1.8910011053085327,0.0,0.15918181818181817,0.0029312252584644026,124.24724197387695
900,1.522866129875183,0.0,0.2630909090909091,0.0028262802505665758,1094.211524963379
1200,0.9121365547180176,0.0035,0.5757727272727273,0.0026779520437983317,1188.6901550292969
1500,0.5325397253036499,0.015,0.6842727272727273,0.0024917112325092902,1281.2765791416168
1800,0.4712272584438324,0.041,0.7250454545454545,0.002274426691825128,1320.2557110786438
2100,0.43108293414115906,0.0745,0.7565454545454545,0.0020341122419518937,1390.3164880275726
2400,0.386321097612381,0.0985,0.7781363636363636,0.0017796310849753703,1470.5066289901733
2700,0.3520853519439697,0.13,0.8049090909090909,0.0015203689150246297,1556.411952972412
3000,0.30500853061676025,0.188,0.8433636363636363,0.0012658877580481063,1600.2550630569458
3300,0.23855723440647125,0.284,0.8800909090909091,0.0010255733081748729,1685.4562592506409
3600,0.20607203245162964,0.399,0.9145909090909091,0.0008082887674907099,1756.6545190811157
3900,0.15850459039211273,0.6085,0.9526363636363636,0.0006220479562016685,1798.3514020442963
4200,0.11448102444410324,0.7115,0.9672727272727273,0.00047371974943342433,1877.354169845581
4500,0.0813995823264122,0.7985,0.9786818181818182,0.00036877474153559735,1954.894031047821
4800,0.060315895825624466,0.896,0.9891818181818182,0.00031108348133861787,2045.0872089862823
4999,0.04725778102874756,0.9385,0.9939545454545454,0.00030000027746700307,2079.841453075409
