Run: repro_l1_d8_ff12
Params: 1589
Device: mps
step=     0 loss=4.7261 val_exact=0.00000 val_tok=0.00000 lr=3.00e-05 t=3.2s
step=   300 loss=2.1731 val_exact=0.00000 val_tok=0.13395 lr=3.00e-03 t=8.9s
step=   600 loss=2.0190 val_exact=0.00000 val_tok=0.13650 lr=3.00e-03 t=14.7s
step=   900 loss=1.9910 val_exact=0.00000 val_tok=0.14023 lr=3.00e-03 t=20.4s
step=  1200 loss=1.9737 val_exact=0.00000 val_tok=0.13845 lr=2.99e-03 t=26.9s
step=  1500 loss=1.9680 val_exact=0.00000 val_tok=0.14059 lr=2.99e-03 t=32.7s
step=  1800 loss=1.8989 val_exact=0.00000 val_tok=0.18218 lr=2.99e-03 t=38.2s
step=  2100 loss=1.5788 val_exact=0.00000 val_tok=0.26477 lr=2.98e-03 t=43.7s
step=  2400 loss=1.3026 val_exact=0.00000 val_tok=0.39241 lr=2.98e-03 t=49.1s
step=  2700 loss=0.6158 val_exact=0.03850 val_tok=0.72427 lr=2.97e-03 t=54.5s
step=  3000 loss=0.4766 val_exact=0.06500 val_tok=0.75727 lr=2.96e-03 t=59.9s
step=  3300 loss=0.3964 val_exact=0.14350 val_tok=0.81405 lr=2.96e-03 t=65.3s
step=  3600 loss=0.2625 val_exact=0.36350 val_tok=0.89882 lr=2.95e-03 t=72.8s
step=  3900 loss=0.0962 val_exact=0.81850 val_tok=0.97950 lr=2.94e-03 t=79.8s
step=  4200 loss=0.0418 val_exact=0.98200 val_tok=0.99832 lr=2.93e-03 t=86.6s
step=  4500 loss=0.0235 val_exact=0.99600 val_tok=0.99964 lr=2.92e-03 t=93.5s
step=  4800 loss=0.0162 val_exact=0.99800 val_tok=0.99982 lr=2.91e-03 t=100.1s
step=  5100 loss=0.0118 val_exact=0.99900 val_tok=0.99991 lr=2.90e-03 t=107.1s
step=  5400 loss=0.0091 val_exact=1.00000 val_tok=1.00000 lr=2.88e-03 t=113.7s
step=  5700 loss=0.0074 val_exact=0.99900 val_tok=0.99991 lr=2.87e-03 t=120.2s
step=  6000 loss=0.0059 val_exact=1.00000 val_tok=1.00000 lr=2.86e-03 t=126.5s
step=  6300 loss=0.0047 val_exact=1.00000 val_tok=1.00000 lr=2.84e-03 t=134.8s
step=  6600 loss=0.0039 val_exact=0.99900 val_tok=0.99991 lr=2.83e-03 t=141.1s
step=  6900 loss=0.0032 val_exact=1.00000 val_tok=1.00000 lr=2.81e-03 t=147.4s
step=  7200 loss=0.0028 val_exact=1.00000 val_tok=1.00000 lr=2.79e-03 t=153.6s
step=  7500 loss=0.0023 val_exact=1.00000 val_tok=1.00000 lr=2.78e-03 t=160.1s
step=  7800 loss=0.0019 val_exact=1.00000 val_tok=1.00000 lr=2.76e-03 t=167.0s
step=  8100 loss=0.0016 val_exact=1.00000 val_tok=1.00000 lr=2.74e-03 t=174.7s
step=  8400 loss=0.0013 val_exact=1.00000 val_tok=1.00000 lr=2.72e-03 t=181.0s
step=  8700 loss=0.0012 val_exact=1.00000 val_tok=1.00000 lr=2.70e-03 t=187.8s
step=  9000 loss=0.0010 val_exact=1.00000 val_tok=1.00000 lr=2.68e-03 t=194.9s
step=  9300 loss=0.0008 val_exact=1.00000 val_tok=1.00000 lr=2.66e-03 t=201.6s
step=  9600 loss=0.0007 val_exact=1.00000 val_tok=1.00000 lr=2.64e-03 t=208.2s
step=  9900 loss=0.0006 val_exact=1.00000 val_tok=1.00000 lr=2.62e-03 t=214.6s
step= 10200 loss=0.0006 val_exact=1.00000 val_tok=1.00000 lr=2.60e-03 t=220.8s
step= 10500 loss=0.0006 val_exact=1.00000 val_tok=1.00000 lr=2.57e-03 t=226.9s
