step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,5.0829758644104
300,2.0095126628875732,0.0,0.138,0.0029889165186613824,22.732370138168335
600,1.8996249437332153,0.0,0.18122727272727274,0.0029312252584644026,41.301478147506714
900,1.358232855796814,0.0,0.33704545454545454,0.0028262802505665758,58.130616903305054
1200,0.6311458349227905,0.0065,0.6343181818181818,0.0026779520437983317,74.23961210250854
1500,0.48378658294677734,0.0545,0.7509545454545454,0.0024917112325092902,90.5736870765686
1800,0.40305960178375244,0.094,0.7961363636363636,0.002274426691825128,106.18687200546265
2100,0.3395119607448578,0.169,0.8369090909090909,0.0020341122419518937,122.84761095046997
2400,0.27718010544776917,0.306,0.8909545454545454,0.0017796310849753703,137.65673685073853
2700,0.2151588350534439,0.4545,0.9262727272727272,0.0015203689150246297,152.57365107536316
3000,0.16116122901439667,0.592,0.9504545454545454,0.0012658877580481063,167.4775459766388
3300,0.12247302383184433,0.675,0.9630909090909091,0.0010255733081748729,183.45135617256165
3600,0.11158090829849243,0.759,0.9735,0.0008082887674907099,199.75403094291687
3900,0.08910518884658813,0.81,0.9792727272727273,0.0006220479562016685,215.53881096839905
4200,0.07819343358278275,0.834,0.9824545454545455,0.00047371974943342433,231.9784381389618
4500,0.0636325255036354,0.8675,0.9860909090909091,0.00036877474153559735,248.4127230644226
4800,0.05979040265083313,0.8945,0.9892272727272727,0.00031108348133861787,266.2332510948181
4999,0.058890312910079956,0.899,0.9895,0.00030000027746700307,277.85797691345215
