step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,8.43323278427124
300,2.0105161666870117,0.0,0.13368181818181818,0.0029889165186613824,29.196669816970825
600,1.9705125093460083,0.0,0.13454545454545455,0.0029312252584644026,49.27543377876282
900,1.9257980585098267,0.0,0.1545,0.0028262802505665758,70.0703558921814
1200,1.2605923414230347,0.0,0.4618181818181818,0.0026779520437983317,94.3320939540863
1500,0.4721566438674927,0.0635,0.7654090909090909,0.0024917112325092902,118.86533975601196
1800,0.19009847939014435,0.618,0.9559545454545455,0.002274426691825128,141.22408962249756
2100,0.03542143478989601,0.998,0.9998181818181818,0.0020341122419518937,160.32773280143738
2400,0.017549388110637665,0.9995,0.9999545454545454,0.0017796310849753703,179.45756697654724
2700,0.010306942276656628,0.9995,0.9999545454545454,0.0015203689150246297,197.93598985671997
3000,0.007285201922059059,1.0,1.0,0.0012658877580481063,213.9738597869873
3300,0.005660408642143011,1.0,1.0,0.0010255733081748729,235.85481595993042
3600,0.004406392108649015,1.0,1.0,0.0008082887674907099,254.71109580993652
3900,0.003681747941300273,1.0,1.0,0.0006220479562016685,278.68940472602844
4200,0.003231775015592575,1.0,1.0,0.00047371974943342433,298.22814679145813
4500,0.002814424457028508,1.0,1.0,0.00036877474153559735,317.5938286781311
4800,0.0025938975159078836,1.0,1.0,0.00031108348133861787,334.4143807888031
4999,0.0027513981331139803,1.0,1.0,0.00030000027746700307,346.0470509529114
