Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 18703ms | tok/sec: 28,031 | mfu: 0.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.855115 | lrm: 1.00 | dt: 309ms | tok/sec: 1,695,687 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.446278 | lrm: 1.00 | dt: 313ms | tok/sec: 1,673,960 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.983447 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,327 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.598695 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,709 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.271538 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,472 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.018433 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,557 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.807284 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,169 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.628236 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,699 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.476455 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,178 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.345967 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,073 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.236547 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,431 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.139579 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,947 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.052915 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,667 | mfu: 38.6% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.979429 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,700 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.912498 | lrm: 1.00 | dt: 319ms | tok/sec: 1,646,059 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 5.855040 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,215 | mfu: 38.7% | epoch: 1 | remaining: 298s    
step 00017 (0.6%) | loss: 5.799590 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,804 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.749582 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,988 | mfu: 39.4% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.702475 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,859 | mfu: 39.0% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.659093 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,930 | mfu: 39.8% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.617804 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,719 | mfu: 39.5% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.581039 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,973 | mfu: 39.1% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.542829 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,527 | mfu: 38.8% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.506330 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,998 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 5.472448 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,281 | mfu: 38.9% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 5.440397 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,255 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00027 (1.7%) | loss: 5.409152 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,458 | mfu: 39.3% | epoch: 1 | remaining: 295s    
step 00028 (1.8%) | loss: 5.380411 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,485 | mfu: 39.2% | epoch: 1 | remaining: 294s    
step 00029 (1.9%) | loss: 5.351151 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,607 | mfu: 38.9% | epoch: 1 | remaining: 294s    
step 00030 (2.0%) | loss: 5.321262 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,702 | mfu: 39.3% | epoch: 1 | remaining: 294s    
