step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.728189945220947,0.0,0.0,3e-05,9.134707927703857
300,2.0130858421325684,0.0,0.13695454545454547,0.0029889165186613824,36.01678490638733
600,1.9689918756484985,0.0,0.1379090909090909,0.0029312252584644026,57.50255489349365
900,1.924781322479248,0.0,0.17777272727272728,0.0028262802505665758,76.55873894691467
1200,1.757069706916809,0.0,0.22031818181818183,0.0026779520437983317,93.03581690788269
1500,1.4403166770935059,0.0,0.363,0.0024917112325092902,109.7739839553833
1800,0.46935009956359863,0.0695,0.763090909090909,0.002274426691825128,124.81936407089233
2100,0.32768434286117554,0.155,0.8286363636363636,0.0020341122419518937,139.29040503501892
2400,0.24869096279144287,0.262,0.8797272727272727,0.0017796310849753703,157.98372888565063
2700,0.15917189419269562,0.475,0.9333181818181818,0.0015203689150246297,181.91748213768005
3000,0.11149705201387405,0.604,0.9550454545454545,0.0012658877580481063,208.12560105323792
3300,0.09609349817037582,0.6555,0.9630454545454545,0.0010255733081748729,229.01110100746155
3600,0.0870981216430664,0.6685,0.9655,0.0008082887674907099,248.92300295829773
3900,0.07415670156478882,0.699,0.9695,0.0006220479562016685,270.35558104515076
4200,0.0723937526345253,0.7115,0.9706818181818182,0.00047371974943342433,286.81349301338196
4500,0.0609317421913147,0.7085,0.9702272727272727,0.00036877474153559735,304.9566731452942
4800,0.06353209167718887,0.711,0.9707727272727272,0.00031108348133861787,322.46113109588623
4999,0.06062239408493042,0.7195,0.9714090909090909,0.00030000027746700307,333.3084092140198
