Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSS'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 1.997568e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011259 | lrm: 1.00 | dt: 29227ms | tok/sec: 8,899 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867413 | lrm: 1.00 | dt: 170ms | tok/sec: 1,529,501 | mfu: 30.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.487237 | lrm: 1.00 | dt: 145ms | tok/sec: 1,788,824 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033668 | lrm: 1.00 | dt: 148ms | tok/sec: 1,763,162 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.656331 | lrm: 1.00 | dt: 156ms | tok/sec: 1,668,726 | mfu: 33.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.324132 | lrm: 1.00 | dt: 146ms | tok/sec: 1,777,249 | mfu: 35.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.070807 | lrm: 1.00 | dt: 209ms | tok/sec: 1,241,746 | mfu: 25.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864903 | lrm: 1.00 | dt: 170ms | tok/sec: 1,532,204 | mfu: 30.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.692347 | lrm: 1.00 | dt: 176ms | tok/sec: 1,477,562 | mfu: 29.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.543334 | lrm: 1.00 | dt: 146ms | tok/sec: 1,785,705 | mfu: 36.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.416951 | lrm: 1.00 | dt: 147ms | tok/sec: 1,764,642 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.309381 | lrm: 1.00 | dt: 148ms | tok/sec: 1,752,532 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.211631 | lrm: 1.00 | dt: 147ms | tok/sec: 1,767,267 | mfu: 35.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.126880 | lrm: 1.00 | dt: 150ms | tok/sec: 1,735,732 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.051239 | lrm: 1.00 | dt: 152ms | tok/sec: 1,707,264 | mfu: 34.5% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.983138 | lrm: 1.00 | dt: 170ms | tok/sec: 1,533,565 | mfu: 31.0% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.921286 | lrm: 1.00 | dt: 146ms | tok/sec: 1,779,896 | mfu: 35.9% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.863414 | lrm: 1.00 | dt: 167ms | tok/sec: 1,557,211 | mfu: 31.4% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.810967 | lrm: 1.00 | dt: 150ms | tok/sec: 1,732,328 | mfu: 35.0% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.761052 | lrm: 1.00 | dt: 158ms | tok/sec: 1,641,755 | mfu: 33.1% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.712404 | lrm: 1.00 | dt: 146ms | tok/sec: 1,776,982 | mfu: 35.9% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.670804 | lrm: 1.00 | dt: 149ms | tok/sec: 1,747,266 | mfu: 35.3% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.629872 | lrm: 1.00 | dt: 151ms | tok/sec: 1,721,644 | mfu: 34.8% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.591197 | lrm: 1.00 | dt: 162ms | tok/sec: 1,603,494 | mfu: 32.4% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.553290 | lrm: 1.00 | dt: 148ms | tok/sec: 1,752,062 | mfu: 35.4% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.518302 | lrm: 1.00 | dt: 148ms | tok/sec: 1,759,091 | mfu: 35.5% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.481856 | lrm: 1.00 | dt: 149ms | tok/sec: 1,743,407 | mfu: 35.2% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.447753 | lrm: 1.00 | dt: 149ms | tok/sec: 1,746,175 | mfu: 35.3% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.414529 | lrm: 1.00 | dt: 150ms | tok/sec: 1,728,633 | mfu: 34.9% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.383404 | lrm: 1.00 | dt: 149ms | tok/sec: 1,739,884 | mfu: 35.1% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.349689 | lrm: 1.00 | dt: 150ms | tok/sec: 1,732,600 | mfu: 35.0% | epoch: 1 | remaining: 297s    
