step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,4.631655931472778
300,2.0099685192108154,0.0,0.1379090909090909,0.0029889165186613824,14.016966819763184
600,1.9686098098754883,0.0,0.13736363636363635,0.0029312252584644026,23.3456609249115
900,1.847739577293396,0.0,0.19345454545454546,0.0028262802505665758,33.09064483642578
1200,0.5618602633476257,0.024,0.712590909090909,0.0026779520437983317,42.82101082801819
1500,0.34952032566070557,0.1725,0.8421818181818181,0.0024917112325092902,52.66591191291809
1800,0.3021745979785919,0.222,0.8650909090909091,0.002274426691825128,63.957233905792236
2100,0.2598436772823334,0.2805,0.8818181818181818,0.0020341122419518937,75.31115484237671
2400,0.24010777473449707,0.3145,0.8929090909090909,0.0017796310849753703,85.27112174034119
2700,0.22062350809574127,0.3495,0.9034090909090909,0.0015203689150246297,96.57656693458557
3000,0.19980084896087646,0.428,0.919,0.0012658877580481063,108.94284796714783
3300,0.18571491539478302,0.505,0.9329090909090909,0.0010255733081748729,121.06771183013916
3600,0.14533904194831848,0.5765,0.9446363636363636,0.0008082887674907099,133.42531490325928
3900,0.1274413913488388,0.646,0.9556363636363636,0.0006220479562016685,144.04524683952332
4200,0.10730139166116714,0.7025,0.9642272727272727,0.00047371974943342433,155.57688117027283
4500,0.0915965810418129,0.7355,0.9682727272727273,0.00036877474153559735,168.01396703720093
4800,0.09333270788192749,0.7705,0.9726818181818182,0.00031108348133861787,178.98313999176025
4999,0.08198630064725876,0.795,0.9763181818181819,0.00030000027746700307,187.45878505706787
