step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.7331695556640625,0.0,0.0,3e-05,7.501990795135498
300,2.0115976333618164,0.0,0.13318181818181818,0.002999901071029521,18.865028858184814
600,1.8895683288574219,0.0,0.18077272727272728,0.002999381733580242,30.51477289199829
900,1.2890939712524414,0.0,0.36663636363636365,0.002998417426438774,47.68710970878601
1200,0.7388291358947754,0.004,0.5835,0.002997008467593303,65.67498898506165
1500,0.6106521487236023,0.011,0.6346363636363637,0.0029951553216595625,85.31458687782288
1800,0.5723455548286438,0.0125,0.647090909090909,0.002992858599727622,850.5194797515869
2100,0.5230526328086853,0.0235,0.6861363636363637,0.0029901190591603718,865.5218207836151
2400,0.49516162276268005,0.032,0.7077272727272728,0.0029869376033437793,877.3623979091644
2700,0.47387823462486267,0.0375,0.7230454545454545,0.00298331528138899,886.6668858528137
3000,0.4566669464111328,0.037,0.7302272727272727,0.002979253287786373,896.2591178417206
3300,0.4447731077671051,0.054,0.7474090909090909,0.002974752962011629,904.9635419845581
3600,0.4337674081325531,0.062,0.7570454545454546,0.0029698157880840865,915.6074287891388
3900,0.41814956068992615,0.0695,0.7638181818181818,0.0029644433940773356,928.3908259868622
4200,0.4144304692745209,0.0825,0.7708181818181818,0.002958637551582356,940.5839288234711
4500,0.39761725068092346,0.084,0.7717727272727273,0.0029524001751233208,949.9680969715118
4800,0.41009029746055603,0.0905,0.7771363636363636,0.002945733321526267,957.8258030414581
5100,0.3886224329471588,0.09,0.7817272727272727,0.002938639189240839,967.5915639400482
5400,0.38607415556907654,0.084,0.7797272727272727,0.002931120117615333,979.4777038097382
5700,0.39339008927345276,0.085,0.7821363636363636,0.002923178586125278,988.0956900119781
6000,0.3815106451511383,0.0905,0.7806818181818181,0.002914817213555807,996.8919579982758
6300,0.37496963143348694,0.093,0.7928636363636363,0.0029060387571380906,1006.2937438488007
6600,0.3680321276187897,0.097,0.7909545454545455,0.0028968461116401206,1014.8654217720032
6900,0.35174378752708435,0.1115,0.798,0.0028872423084121347,1024.4553620815277
7200,0.3730038106441498,0.113,0.8029545454545455,0.0028772305143870015,1034.5251109600067
7500,0.3291454017162323,0.142,0.8206818181818182,0.0028668140310359027,1042.881808757782
7800,0.32496803998947144,0.147,0.8262272727272727,0.002855996293279643,1054.5172188282013
8100,0.32490256428718567,0.144,0.8252272727272727,0.002844780868355958,1066.3689169883728
8400,0.3231703042984009,0.1615,0.8303636363636364,0.0028331714546431883,1078.5910217761993
8700,0.32053157687187195,0.1455,0.8240909090909091,0.0028211718804407072,1091.7849478721619
9000,0.32655051350593567,0.148,0.8281818181818181,0.0028087861027065106,1105.741955757141
9300,0.31291651725769043,0.16,0.8314090909090909,0.002796018205752375,1114.3279716968536
9600,0.3271577060222626,0.1635,0.832,0.002782872399897024,1123.3905537128448
9900,0.31214138865470886,0.1635,0.8319090909090909,0.0027693530200777394,1133.339912891388
10200,0.3044533431529999,0.1705,0.8352272727272727,0.0027554645244208817,1144.2715017795563
10500,0.31194642186164856,0.165,0.8324090909090909,0.0027412114927717864,1155.5989608764648
10800,0.3177824020385742,0.159,0.8344090909090909,0.0027265986251845203,1167.2574100494385
11100,0.3061573803424835,0.168,0.8349090909090909,0.002711630740372003,1181.1400740146637
11400,0.31126609444618225,0.156,0.8319545454545455,0.0026963127741169947,1193.7597529888153
11700,0.3044227659702301,0.1685,0.8369545454545455,0.002680649777644482,1206.4325737953186
12000,0.3091382086277008,0.1625,0.8304545454545454,0.0026646469159559956,1218.0331950187683
12300,0.30981674790382385,0.1895,0.8405454545454546,0.0026483094661264085,1231.712870836258
12600,0.2975071370601654,0.1675,0.8354090909090909,0.0026316428155637754,1243.9961557388306
12900,0.29466861486434937,0.1665,0.8351818181818181,0.0026146524602327944,1254.7197120189667
13200,0.3075447678565979,0.153,0.8279545454545455,0.0025973440028424642,1266.153699874878
13500,0.30882975459098816,0.1675,0.8360909090909091,0.002579723150998546,1277.7045278549194
13800,0.2974816858768463,0.1695,0.8344090909090909,0.002561795715321435,1288.8343307971954
14100,0.30227136611938477,0.1685,0.8324545454545454,0.0025435676075300584,1302.216726064682
14400,0.30080878734588623,0.165,0.8343181818181818,0.0025250448384924393,1315.7315967082977
14700,0.31237393617630005,0.1785,0.8401818181818181,0.002506233516243563,1330.0629320144653
