step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.732814788818359,0.0,0.0,3e-05,3.1993560791015625
300,2.00959849357605,0.0,0.13763636363636364,0.0029889165186613824,14.09605097770691
600,1.9690217971801758,0.0,0.1379090909090909,0.0029312252584644026,27.120469093322754
900,1.9269485473632812,0.0,0.1509090909090909,0.0028262802505665758,38.52792406082153
1200,1.7286683320999146,0.0,0.20727272727272728,0.0026779520437983317,48.64683413505554
1500,1.5356687307357788,0.0,0.2796818181818182,0.0024917112325092902,59.04021215438843
1800,1.2254050970077515,0.0,0.4086818181818182,0.002274426691825128,70.09964203834534
2100,0.6526739001274109,0.0125,0.6502272727272728,0.0020341122419518937,81.7961950302124
2400,0.5002582669258118,0.0455,0.7387272727272727,0.0017796310849753703,93.13561415672302
2700,0.4466177523136139,0.105,0.7967727272727273,0.0015203689150246297,103.56881499290466
3000,0.3865984380245209,0.14,0.824590909090909,0.0012658877580481063,113.85598301887512
3300,0.3521732985973358,0.193,0.8466363636363636,0.0010255733081748729,124.72345805168152
3600,0.3258129358291626,0.2375,0.8684090909090909,0.0008082887674907099,134.9154269695282
3900,0.27321678400039673,0.29,0.8907272727272727,0.0006220479562016685,145.04229593276978
4200,0.22303152084350586,0.4255,0.9223181818181818,0.00047371974943342433,154.15520811080933
4500,0.17659325897693634,0.542,0.9437272727272727,0.00036877474153559735,162.5443160533905
4800,0.14757852256298065,0.6605,0.9616363636363636,0.00031108348133861787,171.261883020401
4999,0.12286745756864548,0.716,0.9692272727272727,0.00030000027746700307,177.2314350605011
