Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.052618e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 10160ms | tok/sec: 25,800 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867342 | lrm: 1.00 | dt: 149ms | tok/sec: 1,764,594 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486074 | lrm: 1.00 | dt: 150ms | tok/sec: 1,748,375 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033917 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,481 | mfu: 36.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654524 | lrm: 1.00 | dt: 150ms | tok/sec: 1,751,096 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.321976 | lrm: 1.00 | dt: 152ms | tok/sec: 1,729,395 | mfu: 35.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.068932 | lrm: 1.00 | dt: 192ms | tok/sec: 1,365,354 | mfu: 28.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.863651 | lrm: 1.00 | dt: 174ms | tok/sec: 1,509,221 | mfu: 31.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.689160 | lrm: 1.00 | dt: 151ms | tok/sec: 1,737,534 | mfu: 36.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.540802 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,648 | mfu: 36.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.417375 | lrm: 1.00 | dt: 152ms | tok/sec: 1,725,557 | mfu: 35.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.308093 | lrm: 1.00 | dt: 151ms | tok/sec: 1,735,556 | mfu: 36.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.210009 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,118 | mfu: 34.3% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.127269 | lrm: 1.00 | dt: 160ms | tok/sec: 1,638,721 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.053791 | lrm: 1.00 | dt: 157ms | tok/sec: 1,672,785 | mfu: 34.7% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.985872 | lrm: 1.00 | dt: 156ms | tok/sec: 1,682,633 | mfu: 34.9% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.925500 | lrm: 1.00 | dt: 151ms | tok/sec: 1,734,513 | mfu: 36.0% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.867169 | lrm: 1.00 | dt: 151ms | tok/sec: 1,736,869 | mfu: 36.0% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.815456 | lrm: 1.00 | dt: 154ms | tok/sec: 1,703,406 | mfu: 35.3% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.766561 | lrm: 1.00 | dt: 159ms | tok/sec: 1,646,678 | mfu: 34.2% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.720581 | lrm: 1.00 | dt: 155ms | tok/sec: 1,690,851 | mfu: 35.1% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.678247 | lrm: 1.00 | dt: 154ms | tok/sec: 1,697,198 | mfu: 35.2% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.640716 | lrm: 1.00 | dt: 154ms | tok/sec: 1,706,878 | mfu: 35.4% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.604192 | lrm: 1.00 | dt: 151ms | tok/sec: 1,734,798 | mfu: 36.0% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.570015 | lrm: 1.00 | dt: 153ms | tok/sec: 1,715,205 | mfu: 35.6% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.535006 | lrm: 1.00 | dt: 157ms | tok/sec: 1,668,381 | mfu: 34.6% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.500583 | lrm: 1.00 | dt: 157ms | tok/sec: 1,669,736 | mfu: 34.6% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.466801 | lrm: 1.00 | dt: 156ms | tok/sec: 1,678,646 | mfu: 34.8% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.436902 | lrm: 1.00 | dt: 153ms | tok/sec: 1,714,851 | mfu: 35.6% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.407340 | lrm: 1.00 | dt: 153ms | tok/sec: 1,709,527 | mfu: 35.5% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.374414 | lrm: 1.00 | dt: 154ms | tok/sec: 1,699,399 | mfu: 35.3% | epoch: 1 | remaining: 297s    
