Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSSLSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.169600e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 26063ms | tok/sec: 10,058 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867355 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,711 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486157 | lrm: 1.00 | dt: 152ms | tok/sec: 1,719,319 | mfu: 37.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034077 | lrm: 1.00 | dt: 153ms | tok/sec: 1,713,088 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654687 | lrm: 1.00 | dt: 153ms | tok/sec: 1,716,393 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322189 | lrm: 1.00 | dt: 154ms | tok/sec: 1,701,298 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069196 | lrm: 1.00 | dt: 167ms | tok/sec: 1,571,772 | mfu: 34.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864043 | lrm: 1.00 | dt: 166ms | tok/sec: 1,581,662 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.689570 | lrm: 1.00 | dt: 155ms | tok/sec: 1,689,731 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.541226 | lrm: 1.00 | dt: 158ms | tok/sec: 1,659,855 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.417843 | lrm: 1.00 | dt: 153ms | tok/sec: 1,712,795 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.308629 | lrm: 1.00 | dt: 156ms | tok/sec: 1,681,377 | mfu: 36.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.210664 | lrm: 1.00 | dt: 163ms | tok/sec: 1,612,128 | mfu: 35.3% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.128032 | lrm: 1.00 | dt: 165ms | tok/sec: 1,591,232 | mfu: 34.9% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.054627 | lrm: 1.00 | dt: 157ms | tok/sec: 1,671,729 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.986836 | lrm: 1.00 | dt: 155ms | tok/sec: 1,691,707 | mfu: 37.1% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.926714 | lrm: 1.00 | dt: 154ms | tok/sec: 1,697,020 | mfu: 37.2% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.868684 | lrm: 1.00 | dt: 154ms | tok/sec: 1,706,844 | mfu: 37.4% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.817335 | lrm: 1.00 | dt: 157ms | tok/sec: 1,669,100 | mfu: 36.6% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.768813 | lrm: 1.00 | dt: 162ms | tok/sec: 1,618,390 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.723162 | lrm: 1.00 | dt: 158ms | tok/sec: 1,656,292 | mfu: 36.3% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.681337 | lrm: 1.00 | dt: 157ms | tok/sec: 1,666,249 | mfu: 36.5% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.644410 | lrm: 1.00 | dt: 159ms | tok/sec: 1,651,605 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.608572 | lrm: 1.00 | dt: 157ms | tok/sec: 1,664,567 | mfu: 36.5% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.574884 | lrm: 1.00 | dt: 159ms | tok/sec: 1,652,715 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.540225 | lrm: 1.00 | dt: 158ms | tok/sec: 1,654,470 | mfu: 36.3% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.506310 | lrm: 1.00 | dt: 160ms | tok/sec: 1,639,642 | mfu: 36.0% | epoch: 1 | remaining: 297s    
step 00027 (0.8%) | loss: 5.473145 | lrm: 1.00 | dt: 161ms | tok/sec: 1,627,050 | mfu: 35.7% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.443805 | lrm: 1.00 | dt: 158ms | tok/sec: 1,662,634 | mfu: 36.5% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.414598 | lrm: 1.00 | dt: 156ms | tok/sec: 1,675,272 | mfu: 36.7% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.382049 | lrm: 1.00 | dt: 157ms | tok/sec: 1,666,184 | mfu: 36.5% | epoch: 1 | remaining: 297s    
