Run: repro_l1_d8_ff12
Params: 1416
Device: mps
step=     0 loss=4.7338 val_exact=0.00000 val_tok=0.00000 lr=3.00e-05 t=4.4s
step=   300 loss=2.0204 val_exact=0.00000 val_tok=0.13645 lr=3.00e-03 t=10.0s
step=   600 loss=1.8438 val_exact=0.00000 val_tok=0.18045 lr=3.00e-03 t=15.5s
step=   900 loss=1.4301 val_exact=0.00000 val_tok=0.35768 lr=3.00e-03 t=21.2s
step=  1200 loss=0.4855 val_exact=0.09300 val_tok=0.78341 lr=3.00e-03 t=27.6s
step=  1500 loss=0.3206 val_exact=0.23100 val_tok=0.86355 lr=2.99e-03 t=34.4s
step=  1800 loss=0.2521 val_exact=0.34800 val_tok=0.89886 lr=2.99e-03 t=41.0s
step=  2100 loss=0.0696 val_exact=0.85450 val_tok=0.98409 lr=2.99e-03 t=47.7s
step=  2400 loss=0.0232 val_exact=0.97800 val_tok=0.99782 lr=2.98e-03 t=53.5s
step=  2700 loss=0.0113 val_exact=0.99050 val_tok=0.99909 lr=2.98e-03 t=59.7s
step=  3000 loss=0.0067 val_exact=0.99500 val_tok=0.99955 lr=2.97e-03 t=65.8s
step=  3300 loss=0.0055 val_exact=0.99600 val_tok=0.99964 lr=2.96e-03 t=71.5s
step=  3600 loss=0.0042 val_exact=0.99850 val_tok=0.99986 lr=2.96e-03 t=77.6s
step=  3900 loss=0.0033 val_exact=0.99850 val_tok=0.99986 lr=2.95e-03 t=84.0s
step=  4200 loss=0.0026 val_exact=0.99900 val_tok=0.99991 lr=2.94e-03 t=91.8s
step=  4500 loss=0.0021 val_exact=0.99900 val_tok=0.99991 lr=2.93e-03 t=99.6s
step=  4800 loss=0.0016 val_exact=1.00000 val_tok=1.00000 lr=2.92e-03 t=107.5s
step=  5100 loss=0.0012 val_exact=1.00000 val_tok=1.00000 lr=2.91e-03 t=115.0s
step=  5400 loss=0.0009 val_exact=1.00000 val_tok=1.00000 lr=2.90e-03 t=122.7s
step=  5700 loss=0.0017 val_exact=0.99800 val_tok=0.99982 lr=2.89e-03 t=130.0s
step=  6000 loss=0.0007 val_exact=1.00000 val_tok=1.00000 lr=2.88e-03 t=137.8s
step=  6300 loss=0.0007 val_exact=1.00000 val_tok=1.00000 lr=2.87e-03 t=145.2s
step=  6600 loss=0.0005 val_exact=1.00000 val_tok=1.00000 lr=2.86e-03 t=152.0s
step=  6900 loss=0.0003 val_exact=1.00000 val_tok=1.00000 lr=2.84e-03 t=159.0s
step=  7200 loss=0.0005 val_exact=1.00000 val_tok=1.00000 lr=2.83e-03 t=166.9s
step=  7500 loss=0.0003 val_exact=1.00000 val_tok=1.00000 lr=2.82e-03 t=174.2s
step=  7800 loss=0.0004 val_exact=1.00000 val_tok=1.00000 lr=2.80e-03 t=180.5s
step=  8100 loss=0.0003 val_exact=1.00000 val_tok=1.00000 lr=2.78e-03 t=187.1s
step=  8400 loss=0.0004 val_exact=1.00000 val_tok=1.00000 lr=2.77e-03 t=194.0s
step=  8700 loss=0.0002 val_exact=1.00000 val_tok=1.00000 lr=2.75e-03 t=200.2s
step=  9000 loss=0.0002 val_exact=1.00000 val_tok=1.00000 lr=2.74e-03 t=206.5s
step=  9300 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.72e-03 t=213.3s
step=  9600 loss=0.0002 val_exact=1.00000 val_tok=1.00000 lr=2.70e-03 t=219.6s
step=  9900 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.68e-03 t=227.4s
step= 10200 loss=0.0002 val_exact=1.00000 val_tok=1.00000 lr=2.66e-03 t=234.8s
step= 10500 loss=0.0002 val_exact=1.00000 val_tok=1.00000 lr=2.64e-03 t=242.9s
step= 10800 loss=0.0002 val_exact=1.00000 val_tok=1.00000 lr=2.62e-03 t=251.9s
step= 11100 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.60e-03 t=258.8s
step= 11400 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.58e-03 t=265.8s
step= 11700 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.56e-03 t=273.5s
step= 12000 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.54e-03 t=280.2s
step= 12300 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.52e-03 t=286.0s
step= 12600 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.49e-03 t=291.7s
step= 12900 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.47e-03 t=297.6s
step= 13200 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.45e-03 t=305.4s
step= 13500 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.43e-03 t=311.4s
step= 13800 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.40e-03 t=318.2s
step= 14100 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.38e-03 t=324.8s
step= 14400 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.35e-03 t=331.1s
step= 14700 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.33e-03 t=337.4s
step= 15000 loss=0.0001 val_exact=1.00000 val_tok=1.00000 lr=2.30e-03 t=343.1s
step= 15300 loss=0.0010 val_exact=0.99700 val_tok=0.99968 lr=2.28e-03 t=349.0s
