Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSLSSSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.063432e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 22796ms | tok/sec: 11,499 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867392 | lrm: 1.00 | dt: 169ms | tok/sec: 1,550,724 | mfu: 32.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.485746 | lrm: 1.00 | dt: 150ms | tok/sec: 1,750,803 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.033449 | lrm: 1.00 | dt: 149ms | tok/sec: 1,753,556 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.654027 | lrm: 1.00 | dt: 149ms | tok/sec: 1,755,169 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.321411 | lrm: 1.00 | dt: 149ms | tok/sec: 1,756,559 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.068357 | lrm: 1.00 | dt: 171ms | tok/sec: 1,530,489 | mfu: 31.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.862797 | lrm: 1.00 | dt: 164ms | tok/sec: 1,602,716 | mfu: 33.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.688120 | lrm: 1.00 | dt: 150ms | tok/sec: 1,753,190 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.539462 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,481 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.415581 | lrm: 1.00 | dt: 150ms | tok/sec: 1,746,523 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.305648 | lrm: 1.00 | dt: 150ms | tok/sec: 1,744,578 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.206728 | lrm: 1.00 | dt: 154ms | tok/sec: 1,705,615 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.122937 | lrm: 1.00 | dt: 159ms | tok/sec: 1,649,533 | mfu: 34.4% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.048421 | lrm: 1.00 | dt: 156ms | tok/sec: 1,684,156 | mfu: 35.1% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.979298 | lrm: 1.00 | dt: 151ms | tok/sec: 1,731,751 | mfu: 36.1% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.917159 | lrm: 1.00 | dt: 151ms | tok/sec: 1,733,928 | mfu: 36.2% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.856754 | lrm: 1.00 | dt: 150ms | tok/sec: 1,752,371 | mfu: 36.5% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.802583 | lrm: 1.00 | dt: 151ms | tok/sec: 1,738,602 | mfu: 36.3% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.750770 | lrm: 1.00 | dt: 156ms | tok/sec: 1,678,766 | mfu: 35.0% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.701856 | lrm: 1.00 | dt: 158ms | tok/sec: 1,663,471 | mfu: 34.7% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.656060 | lrm: 1.00 | dt: 153ms | tok/sec: 1,709,740 | mfu: 35.7% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.614907 | lrm: 1.00 | dt: 151ms | tok/sec: 1,739,706 | mfu: 36.3% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.574473 | lrm: 1.00 | dt: 150ms | tok/sec: 1,751,330 | mfu: 36.5% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.536467 | lrm: 1.00 | dt: 150ms | tok/sec: 1,743,916 | mfu: 36.4% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.497804 | lrm: 1.00 | dt: 154ms | tok/sec: 1,697,953 | mfu: 35.4% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.459859 | lrm: 1.00 | dt: 155ms | tok/sec: 1,691,194 | mfu: 35.3% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.422750 | lrm: 1.00 | dt: 155ms | tok/sec: 1,689,539 | mfu: 35.2% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.390146 | lrm: 1.00 | dt: 152ms | tok/sec: 1,719,902 | mfu: 35.9% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.357841 | lrm: 1.00 | dt: 153ms | tok/sec: 1,714,410 | mfu: 35.8% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.321716 | lrm: 1.00 | dt: 150ms | tok/sec: 1,751,947 | mfu: 36.5% | epoch: 1 | remaining: 297s    
