Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSLTMSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.225633e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 27838ms | tok/sec: 9,416 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.867316 | lrm: 1.00 | dt: 152ms | tok/sec: 1,726,123 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.486168 | lrm: 1.00 | dt: 150ms | tok/sec: 1,743,068 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.034134 | lrm: 1.00 | dt: 158ms | tok/sec: 1,657,733 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.655044 | lrm: 1.00 | dt: 151ms | tok/sec: 1,731,034 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.322557 | lrm: 1.00 | dt: 152ms | tok/sec: 1,720,131 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.069624 | lrm: 1.00 | dt: 181ms | tok/sec: 1,446,006 | mfu: 32.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.864640 | lrm: 1.00 | dt: 159ms | tok/sec: 1,653,863 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.690232 | lrm: 1.00 | dt: 154ms | tok/sec: 1,700,067 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.541961 | lrm: 1.00 | dt: 173ms | tok/sec: 1,511,992 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.418687 | lrm: 1.00 | dt: 161ms | tok/sec: 1,630,246 | mfu: 36.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.309606 | lrm: 1.00 | dt: 153ms | tok/sec: 1,712,629 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.211840 | lrm: 1.00 | dt: 156ms | tok/sec: 1,678,415 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.129510 | lrm: 1.00 | dt: 157ms | tok/sec: 1,670,216 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.056450 | lrm: 1.00 | dt: 155ms | tok/sec: 1,690,479 | mfu: 38.0% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 5.989070 | lrm: 1.00 | dt: 164ms | tok/sec: 1,601,824 | mfu: 36.0% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.929443 | lrm: 1.00 | dt: 154ms | tok/sec: 1,700,243 | mfu: 38.2% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.871950 | lrm: 1.00 | dt: 154ms | tok/sec: 1,705,428 | mfu: 38.4% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 5.821303 | lrm: 1.00 | dt: 156ms | tok/sec: 1,679,058 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.773574 | lrm: 1.00 | dt: 160ms | tok/sec: 1,635,968 | mfu: 36.8% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 5.728698 | lrm: 1.00 | dt: 156ms | tok/sec: 1,683,730 | mfu: 37.9% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 5.687837 | lrm: 1.00 | dt: 155ms | tok/sec: 1,692,725 | mfu: 38.1% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 5.651998 | lrm: 1.00 | dt: 157ms | tok/sec: 1,667,528 | mfu: 37.5% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.617301 | lrm: 1.00 | dt: 159ms | tok/sec: 1,650,110 | mfu: 37.1% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 5.584860 | lrm: 1.00 | dt: 153ms | tok/sec: 1,717,715 | mfu: 38.6% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.551757 | lrm: 1.00 | dt: 155ms | tok/sec: 1,695,636 | mfu: 38.1% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.519510 | lrm: 1.00 | dt: 161ms | tok/sec: 1,624,787 | mfu: 36.5% | epoch: 1 | remaining: 297s    
step 00027 (0.8%) | loss: 5.487964 | lrm: 1.00 | dt: 156ms | tok/sec: 1,685,780 | mfu: 37.9% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.460270 | lrm: 1.00 | dt: 156ms | tok/sec: 1,676,215 | mfu: 37.7% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.432524 | lrm: 1.00 | dt: 157ms | tok/sec: 1,674,718 | mfu: 37.7% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.401519 | lrm: 1.00 | dt: 156ms | tok/sec: 1,676,327 | mfu: 37.7% | epoch: 1 | remaining: 297s    
