step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.740101337432861,0.0,0.0,3e-05,6.560953855514526
300,2.0396366119384766,0.0,0.13672727272727273,0.0029889165186613824,17.206012964248657
600,0.8963114619255066,0.002,0.5152272727272728,0.0029312252584644026,27.672109842300415
900,0.6016471982002258,0.01,0.6452272727272728,0.0028262802505665758,38.09518384933472
1200,0.4958968162536621,0.024,0.7088181818181818,0.0026779520437983317,47.67196869850159
1500,0.24238355457782745,0.2275,0.8809545454545454,0.0024917112325092902,58.36347484588623
1800,0.10279104113578796,0.7425,0.9735,0.002274426691825128,69.58395767211914
2100,0.02049224264919758,0.998,0.9997727272727273,0.0020341122419518937,80.06779766082764
2400,0.007640879601240158,0.9995,0.9999545454545454,0.0017796310849753703,90.48941588401794
2700,0.004221063107252121,0.9995,0.9999545454545454,0.0015203689150246297,101.21928787231445
3000,0.002847648924216628,0.9995,0.9999545454545454,0.0012658877580481063,111.67884087562561
3300,0.002366388449445367,1.0,1.0,0.0010255733081748729,121.06433892250061
3600,0.0018368912860751152,1.0,1.0,0.0008082887674907099,132.37013363838196
3900,0.0015394469955936074,1.0,1.0,0.0006220479562016685,141.35519886016846
4200,0.001333199325017631,1.0,1.0,0.00047371974943342433,149.95297479629517
4500,0.0012216666946187615,1.0,1.0,0.00036877474153559735,158.68759393692017
4800,0.0011499249376356602,1.0,1.0,0.00031108348133861787,166.85999584197998
4999,0.0010783682810142636,1.0,1.0,0.00030000027746700307,172.66213583946228
