step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,2.6020190715789795
300,2.005516529083252,0.0,0.13845454545454544,0.0029889165186613824,8.192130088806152
600,1.8816581964492798,0.0,0.186,0.0029312252584644026,13.71087384223938
900,1.6876907348632812,0.0,0.27245454545454545,0.0028262802505665758,19.128671884536743
1200,0.6047525405883789,0.0385,0.7303636363636363,0.0026779520437983317,24.55543279647827
1500,0.45215168595314026,0.091,0.8006818181818182,0.0024917112325092902,30.05661106109619
1800,0.37170371413230896,0.157,0.8372272727272727,0.002274426691825128,35.81195902824402
2100,0.3336517810821533,0.191,0.854909090909091,0.0020341122419518937,41.53901171684265
2400,0.308719664812088,0.2125,0.8637272727272727,0.0017796310849753703,48.1098518371582
2700,0.28387612104415894,0.2445,0.8751363636363636,0.0015203689150246297,55.11045289039612
3000,0.2580195963382721,0.28,0.8867272727272727,0.0012658877580481063,63.979432821273804
3300,0.23142527043819427,0.316,0.8967272727272727,0.0010255733081748729,72.30719590187073
3600,0.21605686843395233,0.358,0.9063636363636364,0.0008082887674907099,80.32454586029053
3900,0.19729606807231903,0.3935,0.9139090909090909,0.0006220479562016685,88.36205792427063
4200,0.19681935012340546,0.3995,0.9187272727272727,0.00047371974943342433,101.70509791374207
4500,0.16949252784252167,0.431,0.9236363636363636,0.00036877474153559735,115.84761786460876
4800,0.17222809791564941,0.446,0.926409090909091,0.00031108348133861787,130.47138094902039
4999,0.16685457527637482,0.453,0.9287727272727273,0.00030000027746700307,140.02026796340942
